pk_reference_id,fk_ref_source_id,reference_authors,reference_year,chapter_article_title,volume,pages,data_source,verify
5065,339,"Santerre, J.",1963,,43,56-60,Conners,TRUE
5066,313,"Santerre, J.",1963,,44,69-74,Ginns,TRUE
5067,48,"Santerre, J.",1966,,46,647-652,Ginns,TRUE
5068,48,"Santerre, J.",1969,,49,83-86,Ginns,TRUE
5069,53,"Santerre, J., Lévesque, R.",1982,Inventaire de nématodes phytoparasites dans des cultures de plantes fourragères au Québec: 1973 … 1978,62,13-19,Martin,TRUE
5070,52,"Sanwal, K.C.",1957,"The morphology of the nematode Radopholus gracilis (De Man, 1880) Hirschmann, 1955, parasitic in roots of wild rice, Zizania aquatica L.",35,75-92,Martin,TRUE
5071,53,"Sanwal, K.C.",1962,Some records of plant-parasitic nematodes encountered in Canada in 1962,42,233-237,Martin,TRUE
5072,53,"Sanwal, K.C.",1971,Economically important nematodes in contracted acreage of processing peas in eastern Ontario,51,80-82,Martin,TRUE
5073,41,"Sarkar, A.",1959,,37,1251-1270,Conners,TRUE
5074,281,"Savile, D.B.O.",1946,,38,453-454,Conners,TRUE
5075,281,"Savile, D.B.O.",1962,,44,109-110,Conners,TRUE
5076,50,"Savile, D.B.O.",1946,,24,109-114,Conners,TRUE
5077,50,"Savile, D.B.O.",1947,,25,105-120,Conners,TRUE
5078,50,"Savile, D.B.O.",1950,,28,318-330,Conners,TRUE
5079,281,"Savile, D.B.O.",1950,,42,663-667,Conners,TRUE
5080,41,"Savile, D.B.O.",1951,,29,324-328,Conners,TRUE
5081,281,"Savile, D.B.O.",1951,,43,113-114,Conners,TRUE
5082,281,"Savile, D.B.O.",1951,,43,456-458,Conners,TRUE
5083,41,"Savile, D.B.O.",1952,,30,410-435,Conners,TRUE
5084,41,"Savile, D.B.O.",1952,,30,410-435,Ginns,TRUE
5085,41,"Savile, D.B.O.",1953,,31,663-674,Conners,TRUE
5086,41,"Savile, D.B.O.",1954,,32,400-425,Conners,TRUE
5087,41,"Savile, D.B.O.",1955,,33,487-496,Conners,TRUE
5088,41,"Savile, D.B.O.",1957,,35,197-206,Conners,TRUE
5089,41,"Savile, D.B.O.",1957,,35,279-286,Conners,TRUE
5090,41,"Savile, D.B.O.",1959,,37,641-656,Conners,TRUE
5091,41,"Savile, D.B.O.",1959,,37,959-1002,Conners,TRUE
5092,281,"Savile, D.B.O.",1959,,51,296-298,Conners,TRUE
5093,41,"Savile, D.B.O.",1961,,39,909-942,Ginns,TRUE
5094,41,"Savile, D.B.O.",1961,,39,909-942,Conners,TRUE
5095,281,"Savile, D.B.O.",1961,,53,31-52,Ginns,TRUE
5096,38,"Savile, D.B.O.",1961,,75,69-71,Conners,TRUE
5097,38,"Savile, D.B.O.",1961,,75,69-71,Ginns,TRUE
5098,41,"Savile, D.B.O.",1962,,40,1385-1398,Conners,TRUE
5099,41,"Savile, D.B.O.",1962,,40,1385-1398,Ginns,TRUE
5100,281,"Savile, D.B.O.",1962,,54,321-322,Ginns,TRUE
5101,281,"Savile, D.B.O.",1964,,56,240-248,Conners,TRUE
5102,281,"Savile, D.B.O.",1964,,56,240-248,Ginns,TRUE
5103,281,"Savile, D.B.O.",1964,,56,452-453,Ginns,TRUE
5104,41,"Savile, D.B.O.",1965,,43,231-238,Ginns,TRUE
5105,41,"Savile, D.B.O.",1965,,43,571-596,Ginns,TRUE
5106,41,"Savile, D.B.O.",1966,,44,1151-1170,Ginns,TRUE
5107,41,"Savile, D.B.O.",1967,,45,1093-1103,Ginns,TRUE
5108,41,"Savile, D.B.O.",1968,,46,461-471,Ginns,TRUE
5109,41,"Savile, D.B.O.",1968,,46,631-642,Ginns,TRUE
5110,53,"Savile, D.B.O.",1969,,49,29,Ginns,TRUE
5111,41,"Savile, D.B.O.",1970,,48,1553-1566,Ginns,TRUE
5112,41,"Savile, D.B.O.",1970,,48,1567-1584,Ginns,TRUE
5113,41,"Savile, D.B.O.",1972,,50,2579-2596,Ginns,TRUE
5114,346,"Savile, D.B.O.",1973,,10,225-241,Ginns,TRUE
5115,41,"Savile, D.B.O.",1973,,51,2347-2370,Ginns,TRUE
5116,906,"Savile, D.B.O.",1974,,18,,Ginns,TRUE
5117,906,"Savile, D.B.O.",1974,,19,,Ginns,TRUE
5118,906,"Savile, D.B.O.",1974,,41,,Ginns,TRUE
5119,906,"Savile, D.B.O.",1974,,46,,Ginns,TRUE
5120,906,"Savile, D.B.O.",1974,,47,,Ginns,TRUE
5121,41,"Savile, D.B.O.",1974,,52,1501-1507,Ginns,TRUE
5122,41,"Savile, D.B.O.",1974,,52,341-343,Ginns,TRUE
5123,906,"Savile, D.B.O.",1974,,54,,Ginns,TRUE
5124,906,"Savile, D.B.O.",1974,,56,,Ginns,TRUE
5125,906,"Savile, D.B.O.",1975,,64,,Ginns,TRUE
5126,281,"Savile, D.B.O.",1975,,67,273-279,Ginns,TRUE
5127,906,"Savile, D.B.O.",1975,,75,,Ginns,TRUE
5128,906,"Savile, D.B.O.",1975,,77,,Ginns,TRUE
5129,906,"Savile, D.B.O.",1975,,78,,Ginns,TRUE
5130,906,"Savile, D.B.O.",1975,,79,,Ginns,TRUE
5131,906,"Savile, D.B.O.",1975,,80,,Ginns,TRUE
5132,41,"Savile, D.B.O.",1976,,54,1690-1696,Ginns,TRUE
5133,41,"Savile, D.B.O.",1976,,54,1977-1978,Ginns,TRUE
5134,41,"Savile, D.B.O.",1976,,54,971-975,Ginns,TRUE
5135,906,"Savile, D.B.O.",1977,,110,,Ginns,TRUE
5136,906,"Savile, D.B.O.",1978,,111,,Ginns,TRUE
5137,906,"Savile, D.B.O.",1978,,112,,Ginns,TRUE
5138,906,"Savile, D.B.O.",1979,,141,,Ginns,TRUE
5139,906,"Savile, D.B.O.",1981,Ustilago pinguiculae,198,1,Martin,TRUE
5140,906,"Savile, D.B.O.",1983,,250,,Ginns,TRUE
5141,906,"Savile, D.B.O.",1983,Puccinia striiformis,250,1,Martin,TRUE
5142,906,"Savile, D.B.O.",1986,Puccinia triticini,309,1,Martin,TRUE
5143,906,"Savile, D.B.O.",1986,Puccinia recondita,310,1,Martin,TRUE
5144,906,"Savile, D.B.O.",1987,Puccinia coronata var. avenae,311,1,Martin,TRUE
5145,906,"Savile, D.B.O.",1987,Puccinia hordei,312,1,Martin,TRUE
5146,906,"Savile, D.B.O.",1987,Uromyces polygoni-avicularis,314,1,Martin,TRUE
5147,281,"Savile, D.B.O.",1962,,53,31-52,Conners,TRUE
5148,41,"Savile, D.B.O., Parmelee, J.A.",1964,,42,699-722,Ginns,TRUE
5149,906,"Savile, D.B.O., Parmelee, J.A.",1974,,24,,Ginns,TRUE
5150,906,"Savile, D.B.O., Parmelee, J.A.",1974,,25,,Ginns,TRUE
5151,906,"Savile, D.B.O., Parmelee, J.A.",1974,,26,,Ginns,TRUE
5152,350,"Savile, D.B.O., Racicot, H.N.",1937,,17,518-522,Conners,TRUE
5153,281,"Savile, D.B.O., Conners, I.L.",1951,,43,186-195,Conners,TRUE
5154,41,"Savile, D.B.O., Calder, J.A.",1953,,31,164-173,Conners,TRUE
5155,281,"Savile, D.B.O., Parmelee, J.A.",1953,,45,788-790,Conners,TRUE
5156,281,"Savile, D.B.O., Parmelee, J.A.",1956,,48,573-590,Conners,TRUE
5157,41,"Savile, D.B.O., Parmelee, J.A.",1964,,42,699-722,Conners,TRUE
5158,48,"Sayre, R.M., Toyama, T.K.",1964,The effect of root-knot nematodes on the yield of processing tomatoes,44,265-267,Martin,TRUE
5159,312,"Sayre, R.M., Mountain, W.B.",1962,The bulb and stem nematode (Ditylenchus dipsaci) on onion in southwestern Ontario,52,510-516,Martin,TRUE
5160,41,"Scales, P.F., Peterson, R.L.",1991,Structure and development of Pinus banksiana-Wilcoxina ectendomycorrhizae,69,2135-2148,Martin,TRUE
5161,41,"Scales, P.F., Peterson, R.L.",1991,Structure of ectomycorrhizae formed by Wilcoxina mikolae var. mikolae with Picea mariana and Betula alleghaniensis,69,2149-2157,Martin,TRUE
5162,312,"Schans, J., Mills, J.T., Van Caeseele, L.",1982,Fluorescence Microscopy of Rapeseeds Invaded by Fungi,72,1582-1586,Martin,TRUE
5163,45,"Scher, F.M., Kloepper, J.W., Singleton, C.A.",1985,Chemotaxis of fluorescent Pseudomonas spp. to soybean seed exudates in vitro and in soil,31,570-574,Martin,TRUE
5164,365,"Schneider, E.F., Seaman, W.L.",1982,Ontogeny of conidia in Fusarium sulphureum,79,283-290,Martin,TRUE
5165,46,"Schneider, E.F., Seaman, W.L.",1986,Typhula phacorrhiza on winter wheat,8,269-276,Martin,TRUE
5166,53,"Schneider, E.F., Seaman, W.L.",1987,Occurrence of Myriosclerotinia borealis on Winter Cereals in Ontario,67,1-2,Martin,TRUE
5167,53,"Schneider, E.F., Seaman, W.L.",1987,Snow mold diseases and their distribution on winter wheat in Ontario in 1982-84,67,35-39,Martin,TRUE
5168,46,"Schneider, E.F., Seaman, W.L.",1988,Saprophytic behaviour of three Typhula species on winter wheat substrates,10,289-296,Martin,TRUE
5169,320,"Schulman, H.M., Lewis, M.C., Tipping, E.M., Bordeleau, L.M.",1988,Nitrogen fixation by three species of leguminosae in the Canadian High Arctic Tundra,11,721-728,Martin,TRUE
5170,302,"Schumacher, T.",1978,,25,145-155,Ginns,TRUE
5171,286,"Schumacher, T.",1979,,8,125-126,Ginns,TRUE
5172,41,"Schumacher, T., Kohn, L.M.",1985,A monographic revision of the genus Myriosclerotinia,63,1610-1640,Martin,TRUE
5173,311,"Schüepp, H.",1959,,36,213-269,Conners,TRUE
5174,311,"Schweizer, H.",1958,,33,55-98,Conners,TRUE
5175,807,"Scoggan, H.J.",1957,,140,,Conners,TRUE
5176,285,"Scott, P.M., Harwig, J., Blanchfield, B.J.",1980,Screening Fusarium strains isolated from overwintered Canadian grains for trichothecenes,72,175-180,Martin,TRUE
5177,315,"Seaman, W.L., Shoemaker, R.A.",1964,,48,69,Conners,TRUE
5178,53,"Seaman, W.L.",1963,,43,208-209,Ginns,TRUE
5179,53,"Seaman, W.L.",1967,,47,79-80,Ginns,TRUE
5180,53,"Seaman, W.L.",1970,,50,1-45,Ginns,TRUE
5181,53,"Seaman, W.L.",1970,Summary of the prevalence of plant diseases in Canada in 1967,50,1-43,Martin,TRUE
5182,53,"Seaman, W.L.",1970,,50,48-57,Ginns,TRUE
5183,53,"Seaman, W.L.",1988,"Cereal diseases in Ontario, 1987",68,54-56,Martin,TRUE
5184,46,"Seaman, W.L., Schneider, E.F.",1983,Snow mold damage to winter wheat in Ontario,5,211,Martin,TRUE
5185,46,"Seaman, W.L., Schneider, E.F.",1984,Typhula phacorrhiza on winter wheat in Ontario,6(3),267,Martin,TRUE
5186,315,"Seaman, W.L., Shoemaker, R.A.",1964,,48,69,Ginns,TRUE
5187,323,"Seaman, W.L., Wallen, V.R.",1962,,29,16,Ginns,TRUE
5188,41,"Seaman, W.L., Shoemaker, R.A., Peterson, E.A.",1965,,43,1461-1469,Ginns,TRUE
5189,323,"Seaman, W.L., Ledingham, R.J., Harper, F.R.",1974,,41,31,Ginns,TRUE
5190,281,"Seaver, F.J.",1945,,37,333-359,Conners,TRUE
5191,281,"Seaver, F.J.",1946,,38,548-553,Conners,TRUE
5192,808,"Seaver, F.J.",1951,,,,Conners,TRUE
5193,313,"Sedun, F.",1980,,61,117,Ginns,TRUE
5194,46,"Sedun, F.S., Sackston, W.E.",1981,Development of Verticillium dahliae in apparently recovered and in diseased inoculated sunflower plants,3,119,Martin,TRUE
5195,365,"Seifert, K.",1985,Notes on several apocryphal genera of synnematal hyphomycetes,85,123-133,Martin,TRUE
5196,286,"Seifert, K.A.",1979,,10,233-240,Ginns,TRUE
5197,281,"Seifert, K.A.",1983,Decay of wood by the Dacrymycetales,75,1011-1018,Martin,TRUE
5198,356,"Seifert, K.A.",1985,A Monograph of Stilbella and some allied Hyphomycetes,27,1-235,Martin,TRUE
5199,41,"Seifert, K.A., Carpenter, S.E.",1987,Bisporella resinicola comb. nov. and its Eustilbum anamorph,65,1262-1267,Martin,TRUE
5200,22,"Seifert, K.A., Oberwinkler, F., Bandoni, R.",1992,Notes on Stilbum vulgare and Fibulostilbum phylacicola gen. et sp. nov. (Atractiellales),28,213-217,Martin,TRUE
5201,281,"Seifert, K.A., Okada, G., Rao, V.",1987,The synnematous hyphomycete Dictyocatenatulata alba,79,459-462,Martin,TRUE
5202,48,"Semeniuk, G., Henry, A.W.",1960,,40,288-294,Ginns,TRUE
5203,50,"Semeniuk, W.",1940,,18,76-78,Conners,TRUE
5204,50,"Semeniuk, W., Ross, J.G.",1942,,20,491-500,Conners,TRUE
5205,53,"Setliff, E., Mclaughlin, J.",1991,Preliminary assessment of Chondrostereum purpureum associated with post-logging decadence,71,136,Martin,TRUE
5206,53,"Sewell, R.",1967,Some records of plant-parasitic nematodes encountered in Canada in 1966,47,23-24,Martin,TRUE
5207,53,"Sewell, R.",1969,Some records of plant parasitic nematodes encountered in Canada in 1968,49,20-21,Martin,TRUE
5208,53,"Sewell, R.",1970,"Plant-parasitic nematodes from Canada and abroad, 1969",50,102-103,Martin,TRUE
5209,53,"Sewell, R.",1972,"Plant parasitic nematodes from Canada and abroad, 1970",52,32,Martin,TRUE
5210,53,"Sewell, R.",1973,"Plant parasitic nematodes from Canada and abroad, 1971",53,34-35,Martin,TRUE
5211,53,"Sewell, R.",1977,"Plant-parasitic nematodes from Canada and abroad, 1973-74",57,52-53,Martin,TRUE
5212,281,"Shaffer, R.L.",1972,,64,1008-1053,Ginns,TRUE
5213,46,"Sharif, H., Peterson, J.F., Rousselle, G.L.",1981,Association of NEPO viruses with a union incompatiblity of apple trees in Quebec,3,119,Martin,TRUE
5214,313,"Sharif, H., Peterson, J.F., Rousselle, G.L.",1981,Association of ringspot viruses with a union incompatibility of apple trees in Quebec*,62,110-111,Martin,TRUE
5215,53,"Shattuck, V.I., Parry, R.",1990,The occurrence of powdery mildew on rutabagas in southern Ontario,70,15-16,Martin,TRUE
5216,809,"Shaw, C.G.",1958,,335,,Conners,TRUE
5217,369,"Shaw, C.G., Sprague, R.",1954,,22,170-178,Conners,TRUE
5218,317,"Shaw Iii, C.G.",1982,Infection of Western Hemlock and Sitka Spruce Thinning Stumps by Fomes annosus and Armillaria mellea in Southeast Alaska,65,967-971,Martin,TRUE
5219,317,"Shaw Iii, C.G.",1982,Mountain Hemlock Is Occasional Host for Hemlock Dwarf Mistletoe in Alaska,66,852-854,Martin,TRUE
5220,317,"Shaw Iii, C.G., Hennon, P.E.",1991,"Spread, Intensification, and Upward Advance of Dwarf Mistletoe in Thinned, Young Stands of Western Hemlock in Southeast Alaska",75,363-367,Martin,TRUE
5221,43,"Shaw Iii, C.G.",1982,Development of dwarf mistletoe in western hemlock regeneration in southeast Alaska,12,482-488,Martin,TRUE
5222,41,"Shaw, D.E.",1957,,35,113-118,Conners,TRUE
5223,41,"Shaw, D.E.",1957,,35,97-112,Conners,TRUE
5224,11,"Shaw, M.",1963,,1,259-283,Conners,TRUE
5225,311,"Shaw, M.",1964,,50,159-180,Conners,TRUE
5226,281,"Shear, C.L.",1937,,29,355-363,Conners,TRUE
5227,281,"Shear, C.L.",1938,,30,580-593,Conners,TRUE
5228,350,"Shebeski, L.H., Wu, Y.S.",1952,,32,26-32,Conners,TRUE
5229,53,"Sheffield, S.",1989,Survey for pinewood nematode in British Columbia,69,97,Martin,TRUE
5230,53,"Sheppard, J.W.",1979,,59,60,Ginns,TRUE
5231,48,"Sheppard, J.W., Peterson, J.F.",1976,,56,157-160,Ginns,TRUE
5232,46,"Sheppard, J.W., Needham, J.N.",1980,,2,159-162,Ginns,TRUE
5233,53,"Sheppard, J.W., Viswanathan, M.A.",1974,,54,57-60,Ginns,TRUE
5234,286,"Sherwood, M.A.",1977,,5,1-277,Ginns,TRUE
5235,810,"Sherwood, M.A.",1980,,15,,Ginns,TRUE
5236,281,"Shields, J.K.",1969,,61,1165-1168,Ginns,TRUE
5237,811,"Shields, J.K., Clermont, L.P.",1968,Rot of birch caused by Coprinus micaceus,24,9,Martin,TRUE
5238,41,"Shoemaker, R.A.",1955,,33,562-576,Conners,TRUE
5239,41,"Shoemaker, R.A.",1959,,37,879-887,Conners,TRUE
5240,41,"Shoemaker, R.A.",1962,,40,809-836,Conners,TRUE
5241,41,"Shoemaker, R.A.",1962,,40,809-836,Ginns,TRUE
5242,41,"Shoemaker, R.A.",1963,,41,1419-1423,Conners,TRUE
5243,41,"Shoemaker, R.A.",1963,,41,1419-1423,Ginns,TRUE
5244,41,"Shoemaker, R.A.",1964,,42,1297-1301,Ginns,TRUE
5245,41,"Shoemaker, R.A.",1964,,42,1297-1301,Conners,TRUE
5246,41,"Shoemaker, R.A.",1964,,42,411-421,Conners,TRUE
5247,41,"Shoemaker, R.A.",1964,,42,411-421,Ginns,TRUE
5248,41,"Shoemaker, R.A.",1965,,43,631-639,Ginns,TRUE
5249,41,"Shoemaker, R.A.",1966,,44,1451-1456,Ginns,TRUE
5250,41,"Shoemaker, R.A.",1966,,44,255-258,Ginns,TRUE
5251,41,"Shoemaker, R.A.",1968,,46,1143-1150,Ginns,TRUE
5252,906,"Shoemaker, R.A.",1974,,37,,Ginns,TRUE
5253,41,"Shoemaker, R.A.",1976,,54,2365-2404,Ginns,TRUE
5254,41,"Shoemaker, R.A.",1984,Canadian and some extralimital Leptosphaeria species,62,2688-2729,Martin,TRUE
5255,41,"Shoemaker, R.A.",1984,Canadian and some extralimital Nodulosphaeria and Entodesmium species,62,2730-2753,Martin,TRUE
5256,41,"Shoemaker, R.A., Babcock, C.E.",1985,Canadian and some extralimital Paraphaeosphaeria species,63,1284-1291,Martin,TRUE
5257,41,"Shoemaker, R.A., Babcock, C.E.",1987,Wettsteinina,65,373-405,Martin,TRUE
5258,41,"Shoemaker, R.A., Babcock, C.E.",1989,Phaeosphaeria,67,1500-1599,Martin,TRUE
5259,41,"Shoemaker, R.A., Babcock, C.E.",1990,A new Nodulisphaeria contrasted with N. olivacea and Leptosphaeria erigerontis,68,1574-1577,Martin,TRUE
5260,41,"Shoemaker, R.A., Babcock, C.E.",1992,"Applanodictyosporous Pleosporales: Clathrospora, Comoclathris, Graphyllium, Macrospora and Platysporoides",70,1617-1658,Martin,TRUE
5261,41,"Shoemaker, R.A., Muller, E.",1964,,42,403-410,Ginns,TRUE
5262,906,"Shoemaker, R.A., Kokko, E.G.",1975,,65,,Ginns,TRUE
5263,906,"Shoemaker, R.A., Kokko, E.G.",1977,,100,,Ginns,TRUE
5264,906,"Shoemaker, R.A., Kokko, E.G.",1977,,101,,Ginns,TRUE
5265,906,"Shoemaker, R.A., Kokko, E.G.",1977,,103,,Ginns,TRUE
5266,906,"Shoemaker, R.A., Kokko, E.G.",1977,,104,,Ginns,TRUE
5267,906,"Shoemaker, R.A., Kokko, E.G.",1977,,105,,Ginns,TRUE
5268,906,"Shoemaker, R.A., Kokko, E.G.",1977,,106,,Ginns,TRUE
5269,358,"Shoemaker, R.A., White, G.P.",1985,Lasiosphaeria caesariata with Sporidesmium hormiscioides and L. triseptata with S. adscendens,38,278-283,Martin,TRUE
5270,906,"Shoemaker, R.A., Egger, K.N.",1981,Lophodermium melaleucum,195,1,Martin,TRUE
5271,906,"Shoemaker, R.A., Egger, K.N.",1981,Lophodermium maculare,196,1,Martin,TRUE
5272,906,"Shoemaker, R.A., Egger, K.N.",1981,Lophodermium sphaerioides,197,1,Martin,TRUE
5273,906,"Shoemaker, R.A., Egger, K.N.",1982,Stigmina dothideoides,212,1,Martin,TRUE
5274,906,"Shoemaker, R.A., Egger, K.N.",1982,Endoxylina allantospora,227,1,Martin,TRUE
5275,906,"Shoemaker, R.A., Egger, K.N.",1982,Leptotrochila ranunculi,228,1,Martin,TRUE
5276,906,"Shoemaker, R.A., Egger, K.N.",1982,Pseudopeziza singularis,229,1,Martin,TRUE
5277,41,"Shoemaker, R.A., Eriksson, O.",1967,,45,1605-1608,Ginns,TRUE
5278,53,"Shoemaker, R.A., Creelman, D.W.",1957,,37,,Conners,TRUE
5279,53,"Shoemaker, R.A., Creelman, D.W.",1958,,38,,Conners,TRUE
5280,906,"Shoemaker, R.A., Egger, K.N., Kokko, E.G.",1980,,190,,Ginns,TRUE
5281,41,"Shoemaker, R.A., Leclair, P.M., Smith, J.D.",1974,,52,2415-2421,Ginns,TRUE
5282,41,"Shoemaker, R.A., Müller, E.",1964,,42,403-410,Conners,TRUE
5283,46,"Sholberg, P.L.",1990,A new postharvest rot of peaches in Canada caused by Mucor piriformis,12,219-221,Martin,TRUE
5284,46,"Sholberg, P.L., Gaudet, D.A.",1992,Grass as a source of inoculum for rot caused by Coprinus psychromorbidus in stored apples,14,221-226,Martin,TRUE
5285,312,"Sholberg, P.L., Owen, G.R.",1986,Incidence of pathogenic Mucor spp. in Anjou pear orchard soils in the Okanagan Valley of British Columbia,76,1129,Martin,TRUE
5286,53,"Sholberg, P.L., Owen, G.R.",1990,Populations of propagules of Penicillium spp. during immersion dumping of apples,70,11-14,Martin,TRUE
5287,53,"Sholberg, P.L., Owen, G.R.",1991,Populations of propagules of Mucor spp. during immersion dumping of Anjou pears,71,33-35,Martin,TRUE
5288,317,"Sholberg, P.L., Yorston, J.M.",1991,"Phenotype Patterns of Benomyl -Resistant Isolates of Venturia inaequalis in Eight Orchards in British Columbia, Canada",75,616-619,Martin,TRUE
5289,46,"Sholberg, P.L., Gaunce, A.P., Owen, G.R.",1987,Occurrence and elimination of pathogenic Erwinia amylovora on mature apple fruit in British Columbia,9,286,Martin,TRUE
5290,46,"Sholberg, P.L., Gaunce, A.P., Owen, G.R.",1988,Occurrence of Erwinia amylovora of pome fruit in British Columbia in 1985 and its elimination from the apple surface,10,178-182,Martin,TRUE
5291,317,"Sholberg, P.L., Yorston, J.M., Warnock, D.",1989,"Resistance of Venturia inaequalis to Benomyl and Dodine in British Columbia, Canada",73,667-669,Martin,TRUE
5292,41,"Shrimpton, D.M.",1973,,51,1155-1160,Ginns,TRUE
5293,41,"Shrimpton, D.M., Watson, J.A.",1971,,49,373-375,Ginns,TRUE
5294,41,"Sieber, T.N., Sieber-Canavesi, F., Dorworth, C.E.",1991,Endophytic fungi of red alder (Alnus rubra) leaves and twigs in British Columbia,69,407-411,Martin,TRUE
5295,46,"Sieber, T.N., Sieber-Canavesi, F., Petrini, O., Dorworth, C.E.",1989,The possible use of endophytic fungi in controlling red alder,11,198,Martin,TRUE
5296,41,"Sieber, T.N., Sieber-Canavesi, F., Petrini, O., et al.",1991,"Characterization of Canadian and European Melanconium from some Alnus species by morphological, cultural, and biochemical studies",69,2170-2176,Martin,TRUE
5297,41,"Siegfried, A.L., Seifert, K.A., Bilmer, B.C.",1992,A new species of Phialocephala (Hyphomycetes),70,2484-2489,Martin,TRUE
5298,41,"Siegle, H.",1967,,45,147-154,Ginns,TRUE
5299,286,"Sigler, L., Carmichael, J.W.",1976,,4,349-488,Ginns,TRUE
5300,286,"Sigler, L., Carmichael, J.W.",1983,Redisposition of some fungi referred to Oidium microspermum and a review of Arthrographis,18,495-507,Martin,TRUE
5301,45,"Sigler, L., Yamaoka, Y., Hiratsuka, Y.",1990,Taxonomy and chemistry of a new fungus from bark beetle infested Pinus contorta var. latifolia. Part 1. Arthographis pinicola sp.,36,77-82,Martin,TRUE
5302,286,"Sigler, L., Tsuneda, A., Carmichael, J.",1981,,12,449-467,Ginns,TRUE
5303,286,"Sigler, L., Tsuneda, A., Carmichael, J.W.",1981,"Phaeotheca and Phaeosclera, two new genera of dematiaceaous Hyphomycetes and a redescription of Sarcinomyces Lindner",12,449-467,Martin,TRUE
5304,286,"Sigler, L., Whitney, H.S., Carmichael, J.W.",1982,"Chrysosporium filiforme, a new hyphomycete associated with the bark beetle Dendroctonus ponderosae",14,261-265,Martin,TRUE
5305,41,"Silverberg, B.A., Morgan-Jones, J.F.",1974,,52,1993-1995,Ginns,TRUE
5306,53,"Simard, J.",1962,,42,103-106,Ginns,TRUE
5307,53,"Simard, J., Crete, R., Simard, T.",1960,,40,72-74,Ginns,TRUE
5308,53,"Simard, J., Crete, R., Simard, T.",1961,,41,353-356,Ginns,TRUE
5309,53,"Simard, J., Crete, R., Simard, T.",1962,,42,216-219,Ginns,TRUE
5310,53,"Simard, J., Crête, R., Simard, T.",1961,Vegetable diseases on muck soils in the Montreal area in 1961,41,353-356,Martin,TRUE
5311,53,"Simard, J., Crête, R., Simard, T.",1962,Vegetable diseases on muck soils in the Montreal area in 1962,42,216-219,Martin,TRUE
5312,53,"Simard, T.",1960,,40,104-106,Ginns,TRUE
5313,53,"Simard, T.",1961,,41,310-313,Ginns,TRUE
5314,53,"Simard, T.",1962,,42,220-223,Ginns,TRUE
5315,313,"Simard, T.",1965,,46,35-39,Ginns,TRUE
5316,313,"Simard, T.",1966,,47,61-65,Ginns,TRUE
5317,53,"Simard, T., Simard, J.",1961,,41,314-316,Ginns,TRUE
5318,53,"Simard, T., Simard, J.",1962,,42,224-228,Ginns,TRUE
5319,313,"Simard, T., Simard, J.",1963,,44,47-49,Ginns,TRUE
5320,53,"Simard, T., Crete, R.",1965,,45,113-115,Ginns,TRUE
5321,53,"Simard, T., Crête, R.",1965,Vegetable diseases in muck soils south of Montreal in 1965 and their relationship to climate,45,113-115,Martin,TRUE
5322,53,"Simard, T., Crete, R., Simard, J.",1965,,45,96-99,Ginns,TRUE
5323,53,"Simard, T., Crete, R., Tartier, L.",1966,,46,129-130,Ginns,TRUE
5324,53,"Simard, T., Crete, R., Tartier, L.",1968,,48,124-127,Ginns,TRUE
5325,313,"Simard, T., Crete, R., Tartier, L.",1968,,49,49-54,Ginns,TRUE
5326,53,"Simard, T., Crête, R., Simard, J.",1965,Foliage diseases of vegetables in Quebec in 1963 and 1964 and their relationship to rainfall,45,96-99,Martin,TRUE
5327,53,"Simard, T., Crête, R., Tartier, L.M.",1966,The relationship between climate and foliar diseases of muck grown vegetables in 1966,46,129-130,Martin,TRUE
5328,53,"Simard, T., Crête, R., Tartier, L.M.",1968,"Climate and disease development on muck-grown vegetables south of Montreal, Quebec, in 1968",48,124-127,Martin,TRUE
5329,821,"Simmonds, P.M.",1928,,105,,Conners,TRUE
5330,26,"Simmonds, P.M.",1941,,7,308-332,Conners,TRUE
5331,350,"Simmonds, P.M.",1946,,26,51-58,Conners,TRUE
5332,350,"Simmonds, P.M.",1947,,27,625-632,Conners,TRUE
5333,26,"Simmonds, P.M.",1953,,19,131-146,Conners,TRUE
5334,323,"Simmonds, P.M., Sallans, B.J.",1930,,1,33-43,Conners,TRUE
5335,350,"Simmonds, P.M., Sallans, B.J.",1933,,13,439-448,Conners,TRUE
5336,350,"Simmonds, P.M., Sallans, B.J., Ledingham, R.J.",1950,,30,407-417,Conners,TRUE
5337,350,"Simmonds, P.M., Russell, R.C., Sallans, B.J.",1935,,15,680-700,Conners,TRUE
5338,48,"Simmonds, P.M.",1960,,40,139-145,Ginns,TRUE
5339,358,"Simmons, E.",1985,Perfect States of Stemphylium. II.,38,284-293,Martin,TRUE
5340,281,"Simmons, E.G.",1967,,59,67-92,Ginns,TRUE
5341,281,"Simmons, E.G.",1971,,63,380-386,Ginns,TRUE
5342,286,"Simmons, E.G.",1986,Alternaria themes and variations (14-16),25,195-202,Martin,TRUE
5343,286,"Simmons, E.G.",1986,Alternaria themes and variations (17-21),25,203-216,Martin,TRUE
5344,314,"Simon, L., Stein, A., Côté, S., Lalonde, M.",1985,Performance in vitro propagated Alnus glutinosa (L.) Gaertn. clones inoculated with Frankia,87,125-133,Martin,TRUE
5345,317,"Sinclair, W.A., Iuli, R.J., Dyer, A.T., Marshall, P.T., et al.",1990,Ash Yellows: Geographic Range and Association with Decline of White Ash,74,604-607,Martin,TRUE
